"FSC-A","SSC-A","CCR6","CCR7","CD127","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","FoxP3","HLA-DR","T-bet"
1.76766e+06,479739,-1638.7,2521.95,-1372.58,-165.1,255125,2451.28,-402.013,3983,62.1045,156055,593.752,-229.44,-642.172,57925.2
2.2393e+06,796608,-1916.83,1321.54,1363.62,-509.375,12943.9,47075.7,86394.9,28365.8,93.9546,54185.4,4130.76,83.2942,2136.81,18455.8
1.89878e+06,393655,-936.611,1538.2,-1394.1,-1848.47,211797,1725.54,432.543,5648.75,-133.877,124832,-488.302,562.282,-1224.46,56416.2
2.16047e+06,723298,-1760.51,164.801,378.599,-379.789,14691.7,743.693,38.0141,9218.2,24515.9,112034,3884.19,-171.43,20869.2,6592.49
1.46533e+06,592283,-261.476,-114.613,-1270.5,-300.707,662239,6041.03,32532.2,6794.79,586.415,44648.5,5684.83,788.798,-679.876,11596.1
1.50853e+06,564198,-5761.78,3244.14,-570.386,108.485,685736,3605.99,356.706,50669.5,896.871,199477,-359.523,-135.214,-1613.2,68340.1
1.97261e+06,583902,-5528.24,4737.18,1181.55,-3962.11,1.02136e+06,6442.09,55214.7,25608.2,983.89,313840,2495.15,68.0544,54.4141,31193
1.78385e+06,511749,-3586.59,3030.69,26.1476,-902.472,69339.5,19573.7,114.24,35919.4,39121.5,276734,1967.15,432.966,9937.75,10642.8
1.93854e+06,290951,-3374.9,1674.83,-189.453,-690.824,44552.1,-211.469,-248.856,4743.66,-1148.53,100493,1141.16,349.09,16385.3,57068.2
1.57779e+06,254437,-727.052,1380.31,-101.286,392.065,10307.2,836.525,200.145,6531.41,1449.66,43017.5,2169.44,100.586,44.7881,3220.59
1.33458e+06,597405,-1657.77,2411.84,-459.304,-1989.08,621082,1767.7,591.862,37830.2,538.188,98198,1630.92,431.694,862.98,65197
1.32945e+06,297681,-394.767,1933.43,204.626,247.214,30691.2,2520.1,232.613,9754.56,15549,79736.5,3465.52,-1.01693,4957.44,4380.29
1.72286e+06,917047,-3543.92,7375.96,-1076.77,-821.629,27236.3,16241.2,48498.7,6566.44,-302.078,338468,1045.35,117.625,3495.24,70342.3
1.23244e+06,490657,-3221.86,3428.31,952.91,-931.347,483835,1303.79,35.5971,67244.7,558.651,55622.3,-946.518,359.588,1179.79,23790.6
1.36572e+06,518204,-3271.18,1841.91,600.559,-1320.49,363797,719.269,-99.1191,19695.4,8767.44,88772.3,-262.898,-195.657,3112.63,39880.2
1.74107e+06,282351,-2126.23,577.689,5731.89,7263.06,212566,-273.819,-102.258,780.526,2068.54,5501.79,-1034.06,-486.395,419.293,36238.6
1.48033e+06,287936,-2799.32,1579.26,6517.14,-542.879,111001,850.35,3821.59,1114.5,27.1035,108001,412.387,-125.095,-718.713,60051.3
1.65858e+06,595821,-5372.9,5606.72,-541.111,-2125.54,599104,3280.3,-1165.06,49964.3,1308.2,149249,-6435.86,-327.607,-99.3008,122892
1.2333e+06,395840,-1865.12,2671.91,-313.316,440.503,103591,-309.174,-268.402,2173.18,6324.23,44422.2,2830.94,-418.218,1062.39,6156.47
1.2385e+06,284121,-911.611,1819.03,214.589,-399.91,39756.9,400.755,603.228,19477,4991.81,102002,5775,-197.115,1288.16,1405.52
2.05642e+06,854467,-3930.29,9619.86,1728.15,-1080.94,19948.2,20417.5,5414.57,8958.24,2282.19,414146,1054.93,524.567,1125.8,56699.1
1.83747e+06,426117,44.3415,6463.57,-320.694,84.1418,33914.5,638.49,-905.989,11119,-263.784,181211,-2515.03,990.7,5365.92,93718.1
1.52416e+06,327272,-2802.63,5264.67,2668.64,157.448,28156.9,4517.44,-143.592,-106.392,-533.918,212989,-867.224,48.0598,4870,37408.1
1.72243e+06,675742,-2651.84,834.332,-2270.9,-842.453,338339,2897.8,14218.8,3402.23,669.033,61312.7,4859.86,491.221,1461.93,41249
1.2764e+06,313715,383.6,128.36,-338.555,14460.1,41238.9,-119.036,371.828,6330.77,5.73001,510.123,-131.971,-70.11,-303.109,10996
1.80256e+06,286021,-1863.76,1602.28,607.16,-3615.52,532510,1955.78,544.998,9312.26,112.968,121908,196.299,-76.7139,1292.38,62407.9
1.85862e+06,379981,-4458.37,4831.9,-1997.13,-402.433,85142.5,1819.64,-432.419,9542.63,475.047,202687,-955.078,117.141,5478.73,74907.2
1.45165e+06,395820,-885.606,1027.15,-624.873,-497.176,117785,1373.11,-250.424,4589.47,289.444,141374,-187.503,44.1905,269.725,33758.8
1.32834e+06,333833,-262.777,679.422,-1260.48,-89.3585,114479,423.331,-47.8577,3712.21,2328.77,53925.3,673.836,259.752,-3.28809,36461.9
1.2892e+06,477364,-2180.45,1430.09,1284.89,-1696.67,223037,1726.37,233.091,42089.1,3173.89,122169,2195.19,-76.6105,2769.8,2629.5
1.26158e+06,466327,-710.216,198.784,1144.15,-626.153,99377,30976.2,1204.92,70475.6,9865.9,6676.33,2229.21,155.964,2173.41,23451.6
1.4433e+06,357168,-1457.82,30.0841,-566.862,7986.64,161325,2834.04,-186.527,11681.9,1634.01,1694.31,635.843,77.1069,-366.492,58296
1.86529e+06,334014,-2691.52,1738.59,6509.92,-1804.1,237518,5388.04,3255.76,3902.57,344.423,7699.75,-1310.16,-296.813,651.858,14628.3
1.80487e+06,574717,-1971.48,597.451,306.792,-1005.04,621886,2712.83,32195.9,7446.73,455.295,47405.7,5152.74,367.114,1098.57,17079.5
1.9368e+06,435073,-1152.59,1063.6,-372.649,-3997.98,576996,-119.21,52.7736,2719.21,181.255,69210.2,-450.004,344.445,-497.295,25760.4
1.33195e+06,682881,-280.41,-350.071,-455.441,-266.289,5842.75,15208.8,43445.1,42369.7,2742.14,3475.96,1763.15,-171.387,3381.54,8549.9
1.68549e+06,835904,-5478.68,2993.88,-1497.38,-4406.16,742142,2277.65,226.497,34241.1,7072.02,81596.6,-2552.6,148.28,3673.91,60606.6
