"FSC-A","SSC-A","DC-SIGN","HLA-DR","CD56","CCR6","CD45RA","CD4","CD69","CD8a","FoxP3","CD16","CD14","CD49a","CD163","CD3","CCR7","RORyt","T-bet","NKp46","CD11c","CD127","CD86","CD20","Eomes"
1.66488e+06,584273,106.364,356.281,35836.5,-2400.91,98811.1,-247.879,9617.93,38470.3,1092.48,443.885,714.959,2159.61,205.97,43374.7,256.26,-223.91,10618.4,76.0415,3027.19,-300.802,456.49,-435.688,5700.46
3.02686e+06,3.752e+06,-12341,861304,64007.8,-3841.93,-3083.32,-1010.77,-1330.57,-10171.6,-3642.79,12914.8,62937.6,8047.15,37667.8,4203.94,22398.4,7462.56,7754.85,-3440.42,84711.4,13544.1,105917,-5253.74,3551.76
3.10825e+06,1.23979e+06,1830.16,374446,143516,2754.49,4969.26,2822.05,2902.58,781.092,-439.087,2110.13,123243,9342.13,13618.4,2827.74,-6001.06,7026.97,459.01,552.506,47560.5,2060.31,33197.9,-621.46,2129.74
2.05467e+06,2.23547e+06,2057.18,197900,7910.88,3984.93,1770.02,271.36,-322.733,-1760.71,333.687,-802.121,43301.2,2707.93,1358.66,-74.1456,5540.74,2920.39,1426.86,-649.957,6008.15,372.518,23403.3,-102.415,2063.27
1.43695e+06,739684,-37.2303,-457.692,222276,-2848.37,4580.48,-455.556,16841.2,13056.4,412.417,260.431,-76.6059,1525.8,206.812,1322.65,-59.9828,3546.38,10067.1,6091.07,4352.54,123.324,397.746,9801.19,7792.73
2.2008e+06,1.29674e+06,2251.48,152614,10169.9,751.894,621.194,3082.65,600.059,-522.724,-107.045,8610.08,60111.9,1244.4,19603.4,1289.17,309.168,8130.47,593.408,726.915,5124.16,-155.547,5015.44,817.087,1611.22
1.74951e+06,1.37866e+06,2473.37,86063,16392.7,-915.561,1234.21,804.039,863.195,7.0957,289.305,2767.89,19840.7,8604.47,-357.427,867.5,-1155.1,6075.04,1290.91,730.711,7571.71,400.177,9477.4,535.795,399.667
1.90783e+06,646461,-268.844,-497.779,-286.118,-643.557,1687.68,3524.13,-47.6904,-667.177,305.27,548.512,-182.398,2502.34,1171.06,54123.5,2388.57,4063.62,13812.1,753.437,-284.006,13441.5,2946.09,-338.917,356.937
2.29181e+06,941256,1127.1,356977,5935.58,-250.6,2612.12,300.389,420.073,-2209.93,-316.283,2512.24,51519.5,4615.7,7802.36,525.438,4442.49,6224.99,1081.59,211.008,24449.1,2388.91,15893.2,-261.761,3409.58
2.00135e+06,1.61726e+06,935.906,319267,105025,-66.7678,889.01,2486.26,1947.17,3268.82,826.736,740.138,4362.15,9319.42,3318.03,-319.911,-3915.88,9147.79,1175.11,1218.7,3231.64,-756.005,6403.09,1571.88,191.66
3.0082e+06,1.80413e+06,-2241.83,670148,4159.64,3370.16,-191.391,7106.45,-440.772,-1621.79,1347.88,9559.92,62364.4,482.317,25297.6,830.458,1596.6,4989.57,268.825,567.158,69465.9,-818.483,33697,491.559,3519.46
1.4377e+06,700153,388.861,375.174,78006.3,-1706.52,539.535,100.288,2207.05,8692.76,65.9345,24062.7,525.946,1932.59,82.0621,419.751,358.571,5817.34,17364.5,1798.72,5827.17,756.387,-370.051,4891.25,6312.59
