"FSC-A","SSC-A","CCR6","CCR7","CD11c","CD127","CD16","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","NKp46","RORyt","T-bet"
1.60591e+06,371781,-4670.28,569.219,5305.54,-1350.29,91481.3,-1404.51,552300,975.818,868.365,15276.1,-209.431,32996.3,6601.96,1454.63,4960.45,35985.9
1.58637e+06,291375,-3269.81,-27.4213,4529.41,-3084.25,28973.7,-884.729,242557,112.859,827.236,12267.5,881.13,25344,-223.095,-2135.24,505.663,98050.3
1.54669e+06,1.29405e+06,-1455.34,671.974,5622.8,205.681,2953.45,-2565.06,759229,2450.8,112614,29759.1,43.2278,69805.6,17530.9,4817.95,-10067.7,3263.47
1.29891e+06,421058,-911.1,384.282,6850.66,1019.3,2249.99,-154.208,153700,-1197.95,801.599,47162.9,-44.6191,2452.06,4102.07,-31.3549,2568.45,27941.7
1.58625e+06,525585,-2674.98,685.181,6543.22,1612.58,1451.84,-583.639,180362,1392.62,7081.25,98506.9,337.021,43187.7,3727.26,685.793,-806.162,19813.5
1.81734e+06,564528,-3998.44,822.022,13685.2,-988.897,195333,-2012.69,552627,601.138,1842.31,16794.4,-667.938,21195,3321.53,3083.42,2568.9,39829.2
2.66114e+06,1.1296e+06,-9925.42,1699.09,3348.91,1363.17,91277.2,127.6,772606,7019.55,1274.27,81083.4,1633.43,64070.5,8094.58,3551.5,16085.8,23027.1
1.93415e+06,1.1186e+06,-4732.56,365.341,149.341,-1055.27,-3248.88,-1110.18,50.9291,1980.18,1700.05,-348.346,63.2769,-429.706,1099.35,480.362,773.297,670.654
1.24898e+06,554886,-4286.9,482.032,16120.2,-957.854,317064,-268.193,231264,2715.53,4820.41,52184.8,19.8438,73405.7,5338.04,1610.74,6468.73,67104.6
1.55391e+06,533869,-4912.28,2005.22,10882.7,-1083.62,222908,-963.96,391512,5010.8,2784.02,14399.2,860.171,67854.1,4362.06,4157.86,9790.01,80407.2
1.53451e+06,802794,-2226.93,246.928,-260.156,61.8194,-1830.33,-705.465,810.297,3572.75,1832.26,487.545,321.551,223.477,-75.1516,-98.3437,275.073,224.888
1.48067e+06,1.37319e+06,1487.01,293.823,6538.02,-213.141,30958.1,654.744,48238.6,301.24,70169.3,7958.83,-544.71,4386.82,1238.31,872.3,2757.27,6858.76
1.84058e+06,602429,-3996.98,3693.25,9573.14,-844.785,288892,-2383.51,502409,9993.15,3569.36,19157.4,73.5278,96566.7,4605.34,4315.67,4011.9,39314.4
1.68455e+06,1.67012e+06,-1746.41,19.4346,4564.73,400.679,-324.886,-2741.82,87807.2,102734,672417,4033.9,-312.684,532.762,4803.62,467.899,6127.61,1037
1.54832e+06,374706,-2376.95,1029.84,3358.57,1327.29,3239.96,-439.375,335821,17.5975,295.739,18411.9,160.664,30665,1644.24,-160.651,2936.27,20525.9
1.58117e+06,481775,-9739.86,557.886,6881.71,368.863,155541,-874.608,541256,1225.47,1311.61,36098.4,-237.18,36621.3,6659.72,881.143,13379.6,43025
1.37445e+06,440575,-6577.31,499.655,5327.43,-106.772,181186,-983.775,371982,1942.29,2042.75,17726.8,-584.776,92251.5,6776.21,5690.29,2440.1,30241.1
1.64542e+06,489606,-1176.13,-59.4723,7047.97,-865.584,21681.1,-1410.87,448984,1564.68,1104.26,29560,549.69,27575.1,5235.57,170.629,-7226.44,41861
1.28427e+06,405040,-1920.1,385.299,639.773,850.39,3254.09,548.869,310853,567.761,435.56,9844.33,562.401,24652.8,2686.74,-173.838,835.316,44150.6
