"FSC-A","SSC-A","DC-SIGN","HLA-DR","CD56","CD45","CCR6","CD45RA","CD4","CD69","CD8a","FoxP3","CD16","CD14","CD49a","CD163","CD3","CCR7","RORyt","T-bet","NKp46","CD11c","CD127","CD86","CD20","Eomes","Time"
1.24342e+06,237121,1959.44,388.164,7944.07,43367.9,-2030.3,101243,-46.1354,25151.1,49229.8,-280.324,1089.47,290.148,418.222,403.025,28811.9,12972.9,519.136,41.7126,-537.046,169.127,2536.52,983.436,80.6684,77.6322,4.96329
1.61384e+06,524307,-1207.86,2930.58,1047.53,45679.4,-7154.11,470303,-2039.93,23720.6,111412,-57.775,181056,-163.801,2694.45,-533.422,1688.19,894.115,6457.76,37271.6,1493.5,5066.85,-509.687,1009.22,145.477,5936.17,5.04811
1.31973e+06,323056,-225.7,44768.8,523.511,27603.3,-2236.92,231308,-1372.41,646.754,3058.57,57.21,1596.73,993.695,629.478,-654.167,2240.86,1891.65,-944.953,27631.1,1153.72,12365.9,2603.9,1132.32,47165.9,1903.1,5.15704
2.43647e+06,1.48919e+06,7658.69,46856.7,53667.9,74265.7,-2000.66,24916.7,-860.393,-172.988,-312.328,-403.986,1760.88,30506.3,689.774,3116.61,2239.99,794.33,5285.64,697.084,602.991,-91.677,2860.24,4225.48,-453.21,3964.84,5.24437
1.55972e+06,429716,-1117.41,92.0752,868.912,29621.9,-2918.36,554942,-3661.47,15734.7,34451.5,322.922,19847,1865.41,2437.16,265.453,1160.42,435.948,658.448,71073.9,-881.503,2760.27,806.602,-166.156,844.75,388.715,5.24837
1.76737e+06,700511,1615.75,947.123,148.226,64504.4,-2918.61,5369.96,-467.64,63019.2,112106,163.876,797.12,103.596,13524.3,2071.57,47425.6,2749.92,2589.64,5004.49,-169.767,385.127,6022.17,20881.8,505.628,-1300.1,5.33049
1.95208e+06,588874,-335.797,-341.245,73889.4,45670.4,-3844.52,427599,-2672.29,21480.6,59642.1,534.074,1799.77,713.454,108479,477.195,31884.9,3434.98,4980.49,38545.3,623.454,13648.8,1158.94,63.269,-1384.99,539.546,5.33969
1.57862e+06,1.40389e+06,-2252.59,161779,7574.98,33917.7,692.073,3641.25,-359.766,696.981,-1919.05,-31.639,-991.904,21061,1684.91,2556.82,838.333,1681.7,2070.68,1777.67,839.285,11813,1117.69,5359.93,-729.925,783.856,5.52284
1.53895e+06,637159,783.006,-413.338,75281.3,51816.8,-2296.18,99081.4,-112.236,10859.3,33550.6,384.122,838.394,1071.01,58.8159,610.456,1656.26,944.396,4084.36,5835.8,1380.01,5336.52,479.838,695.414,14031.6,9413.42,5.56676
2.13196e+06,2.41607e+06,-1188.97,226724,1711.17,15405.7,-2057.42,-119.91,398.578,-66.7823,-763.018,-1952.7,-1351.7,37678.2,704.342,43576.8,2700.75,2940.99,6557.09,4318.12,898.497,29097.6,3737.81,60516.3,1047.98,2095.77,5.59196
